filename,text,emotion,processed_text
Ses03M_impro04_F028,Well obviously it's not working.  Just cause you got sixteen hundred on your S.A.T. doesn't guarantee you a job.  I mean it should really but--,fru,well obviously it s not working . just cause you got sixteen hundred on your s .a .t . doesn t guarantee you a job . i mean it should really but 
Ses03M_impro04_M035,"I don't know.  I don't know.  I know I'm just going to have to keep on looking, keep on searching-",fru,i don t know . i don t know . i know i m just going to have to keep on looking keep on searching 
Ses03M_impro04_M036,"and I'm never going to find anything probably but I'll just keep working hard at it-- Yeah. Okay.  Positive, I'm going to do good, find that job.",fru,and i m never going to find anything probably but i ll just keep working hard at it yeah . okay . positive i m going to do good find that job .
Ses03M_impro04_F029,You got to be positive man.  You got to try to just--,neu,you got to be positive man . you got to try to just 
Ses03M_impro04_F030,But you got to be real about it.  You have to...,neu,but you got to be real about it . you have to . . .
Ses03M_impro04_M037,Yeah.  I got eighteen hundred on my S.A.T..,fru,yeah . i got eighteen hundred on my s .a .t . .
Ses03M_impro04_F031,Sixteen hundred.,neu,sixteen hundred .
Ses03M_impro04_M038,Same difference.,neu,same difference .
Ses03M_impro04_M039,Twenty-one hundred on my S.A.T..,xxx,twenty one hundred on my s .a .t . .
Ses03M_impro04_F032,Twenty-one hundred?,neu,twenty one hundred ?
Ses03M_impro04_M040,But I'm doomed.  Yeah I got so good I was over twenty one hundred.  Now what am I doing?,fru,but i m doomed . yeah i got so good i was over twenty one hundred . now what am i doing ?
Ses03M_impro04_M041,"Like, wow you're really smart we're going to give you an extra [GARBAGE].",hap,like wow you re really smart we re going to give you an extra garbage .
Ses03M_impro05a_F000,Can I help you sir?,neu,can i help you sir ?
Ses03M_impro05a_M000,Yes you can help me.  Where is my luggage?,ang,yes you can help me . where is my luggage ?
Ses03M_impro05a_F001,"Well, let me just check on that for you.  Where are you coming--?",neu,well let me just check on that for you . where are you coming ?
Ses03M_impro05a_M001,Yeah.  You do that.  I'm coming from Baltimore.  You know where that is?,ang,yeah . you do that . i m coming from baltimore . you know where that is ?
Ses03M_impro05a_F002,"Sir, yes it's in Maryland.  It's okay...well, I'm...just let me check here.",neu,sir yes it s in maryland . it s okay . . .well i m . . .just let me check here .
Ses03M_impro05a_M002,I had eight hundred pounds of luggage.,ang,i had eight hundred pounds of luggage .
Ses03M_impro05a_F003,Okay.  Sir?  Can you...if you just give me one moment and let me just check okay?,fru,okay . sir ? can you . . .if you just give me one moment and let me just check okay ?
Ses03M_impro05a_M003,Okay.  Check.,ang,okay . check .
Ses03M_impro05a_F004,"Alright.  And you're coming-- Wait, hold on sir.  You're coming from Baltimore into LAX right?",fru,alright . and you re coming wait hold on sir . you re coming from baltimore into lax right ?
Ses03M_impro05a_M004,Is it there?,ang,is it there ?
Ses03M_impro05a_M005,Yes.,ang,yes .
Ses03M_impro05a_F005,Okay and this is direct flight?,neu,okay and this is direct flight ?
Ses03M_impro05a_M006,You don't know where we're at?,ang,you don t know where we re at ?
Ses03M_impro05a_M007,God.,ang,god .
Ses03M_impro05a_F006,I'm asking you if this is direct flight from Baltimore to LAX or if you have to stop--,fru,i m asking you if this is direct flight from baltimore to lax or if you have to stop 
Ses03M_impro05a_M008,You know I've been waiting here for four hours for my luggage,xxx,you know i ve been waiting here for four hours for my luggage
Ses03M_impro05a_M009,"and it's not here, they told me to go to this person, go to this person.  Now I'm at this person.",xxx,and it s not here they told me to go to this person go to this person . now i m at this person .
Ses03M_impro05a_F007,You're at me and I'm going to try to help you out sir but you just have to cooperate with me--,neu,you re at me and i m going to try to help you out sir but you just have to cooperate with me 
Ses03M_impro05a_M010,Okay.  What do you want?,ang,okay . what do you want ?
Ses03M_impro05a_F008,How many pieces of luggage do you have checked in?,neu,how many pieces of luggage do you have checked in ?
Ses03M_impro05a_M011,Eight.  And they're all gone.,ang,eight . and they re all gone .
Ses03M_impro05a_F009,Eight pieces of luggage.  Okay.,neu,eight pieces of luggage . okay .
Ses03M_impro05a_M012,And what are you going to do about it?  You going to call someone?  You going to send me somewhere else?,ang,and what are you going to do about it ? you going to call someone ? you going to send me somewhere else ?
Ses03M_impro05a_F010,No.  I'm just going to check--,fru,no . i m just going to check 
Ses03M_impro05a_M013,It's my mother's funeral tomorrow and the urn is in the suitcase.,ang,it s my mother s funeral tomorrow and the urn is in the suitcase .
Ses03M_impro05a_F011,I'm sorry sir.,neu,i m sorry sir .
Ses03M_impro05a_M014,Yeah.,ang,yeah .
Ses03M_impro05a_F012,I'm very sorry but let's check on this immediately.  This is definitely an emergency.  It seems--,neu,i m very sorry but let s check on this immediately . this is definitely an emergency . it seems 
Ses03M_impro05a_M015,What am I going to do tomorrow without the urn?,xxx,what am i going to do tomorrow without the urn ?
Ses03M_impro05a_F013,Sir it seems to me that your luggage is um- is not here,xxx,sir it seems to me that your luggage is um is not here
Ses03M_impro05a_M016,"Oh, oh, that's a good deduction.",ang,oh oh that s a good deduction .
Ses03M_impro05a_F014,Yes--it is,neu,yes it is
Ses03M_impro05a_M017,"Sherlock Holmes.  God, where's my luggage?",ang,sherlock holmes . god where s my luggage ?
Ses03M_impro05a_F015,"Sir, Please please, I would ask you to just calm down for a second--",fru,sir please please i would ask you to just calm down for a second 
Ses03M_impro05a_M018,Calm down?  It's my mother's funeral tomorrow.  I'm the one responsible for this.,ang,calm down ? it s my mother s funeral tomorrow . i m the one responsible for this .
Ses03M_impro05a_F016,"Okay.  We will find your luggage.  Apparently because it somehow...what flight you were taking, you were on Delta?",neu,okay . we will find your luggage . apparently because it somehow . . .what flight you were taking you were on delta ?
Ses03M_impro05a_M019,Yes.  You are a Delta representative.,xxx,yes . you are a delta representative .
Ses03M_impro05a_F017,"Yes, I am.",xxx,yes i am .
Ses03M_impro05a_M020,What is the matter with you?,ang,what is the matter with you ?
Ses03M_impro05a_F018,"Sir, I just...you need to calm down is what needs to happen right now.",ang,sir i just . . .you need to calm down is what needs to happen right now .
Ses03M_impro05a_M021,Don't yell at me.,ang,don t yell at me .
Ses03M_impro05a_F019,"Okay.  I'm not.  I'm sorry, I am being--",fru,okay . i m not . i m sorry i am being 
Ses03M_impro05a_F020,"calm.  Sir, okay basically what- what's going to happen here is you're going to give me your contact information and we will contact you--",fru,calm . sir okay basically what what s going to happen here is you re going to give me your contact information and we will contact you 
Ses03M_impro05a_M022,Oh my God.  I think a blood vessel burst in my head.,ang,oh my god . i think a blood vessel burst in my head .
Ses03M_impro05a_F021,"Please, please",neu,please please
Ses03M_impro05a_F022,"sir, listen to me.  Your luggage is still in Baltimore.",xxx,sir listen to me . your luggage is still in baltimore .
Ses03M_impro05a_M023,What?,ang,what ?
Ses03M_impro05a_F023,Okay.  We can get it here in about seven to ten business days.,neu,okay . we can get it here in about seven to ten business days .
Ses03M_impro05a_M024,What?  Are you kidding me?,ang,what ? are you kidding me ?
Ses03M_impro05a_F024,"Yes.  Well, because--",neu,yes . well because 
Ses03M_impro05a_M025,Give- Give me your manager right now.,ang,give give me your manager right now .
Ses03M_impro05a_F025,I am the manager sir.,neu,i am the manager sir .
Ses03M_impro05a_M026,"You're the manager? You don't know where you work for, you don't know where you're at and you're the manager?",ang,you re the manager ? you don t know where you work for you don t know where you re at and you re the manager ?
Ses03M_impro05a_F026,Sir I know where I work for but I was checking because you cannot--,xxx,sir i know where i work for but i was checking because you cannot 
Ses03M_impro05a_M027,Whose daughter are you?,ang,whose daughter are you ?
Ses03M_impro05a_F027,Sir?,fru,sir ?
Ses03M_impro05a_M028,Sir. Sir. Sir. Sir,ang,sir . sir . sir . sir
Ses03M_impro05a_F028,What is your name?,ang,what is your name ?
Ses03M_impro05a_M029,My name is Brent Caption.,ang,my name is brent caption .
Ses03M_impro05a_M030,Now what are you going to do about it?,exc,now what are you going to do about it ?
Ses03M_impro05b_F000,Can I help you sir?,neu,can i help you sir ?
Ses03M_impro05b_M000,Yeah.,xxx,yeah .
Ses03M_impro05b_M001,I've been here for four hours and I don't know where one piece of my luggage is,fru,i ve been here for four hours and i don t know where one piece of my luggage is
Ses03M_impro05b_F001,Okay.  Well let's...well I'm going to go ahead and check on that for you.  You're coming from...where are you coming from?,neu,okay . well let s . . .well i m going to go ahead and check on that for you . you re coming from . . .where are you coming from ?
Ses03M_impro05b_M002,Baltimore.,fru,baltimore .
Ses03M_impro05b_F002,Baltimore and this is a direct flight to LAX,neu,baltimore and this is a direct flight to lax
Ses03M_impro05b_M003,Yes.,fru,yes .
Ses03M_impro05b_F003,Okay.  Let's look up here,neu,okay . let s look up here
Ses03M_impro06_F000,How's it going?  How are you feeling?,sad,how s it going ? how are you feeling ?
Ses03M_impro06_M000,I ah--,sad,i ah 
Ses03M_impro06_M001,alright.,sad,alright .
Ses03M_impro06_F001,Hanging in there?,sad,hanging in there ?
Ses03M_impro06_M002,Yeah.,sad,yeah .
Ses03M_impro06_F002,So sad.,sad,so sad .
Ses03M_impro06_M003,It just feels like I was talking to him yesterday.,sad,it just feels like i was talking to him yesterday .
Ses03M_impro06_F003,Yeah.,sad,yeah .
Ses03M_impro06_F004,You guys were real close huh?,sad,you guys were real close huh ?
Ses03M_impro06_M004,He was my only friend growing up.,sad,he was my only friend growing up .
Ses03M_impro06_M005,no one else would talk to me but he would.,sad,no one else would talk to me but he would .
Ses03M_impro06_M006,He was supposed to be the best man at my wedding.,sad,he was supposed to be the best man at my wedding .
Ses03M_impro06_F005,I'm so sorry.,sad,i m so sorry .
Ses03M_impro06_M007,Yeah.,sad,yeah .
Ses03M_impro06_M008,You know I was always the one to tell him to be more wild you know?,sad,you know i was always the one to tell him to be more wild you know ?
Ses03M_impro06_F006,Yeah.,xxx,yeah .
Ses03M_impro06_M009,And he just took it overboard.,sad,and he just took it overboard .
Ses03M_impro06_F007,What happened?  What went wrong?,sad,what happened ? what went wrong ?
Ses03M_impro06_M010,You know a stupid case of drunk driving it's just...,sad,you know a stupid case of drunk driving it s just . . .
Ses03M_impro06_M011,"and the worst part of it is that he was in the car with his girlfriend,",sad,and the worst part of it is that he was in the car with his girlfriend 
Ses03M_impro06_M012,his girlfriend got killed too.,sad,his girlfriend got killed too .
